Temperatura,tau_ed,tau_ed_stderr
-27.0,113.32551348599017,0.722301938590418
-27.0,119.30649631694813,0.6166495047737311
-26.7,113.43393460057206,0.6244336914047866
-26.0,111.8226677971925,0.6143980850942276
-25.3,105.75889288043834,0.6674536671069272
-24.6,102.6027626297507,0.6156046899115821
-23.5,102.01247498606884,0.598204093849518
-21.6,104.15171727355354,0.5188087188084474
-20.7,101.14218220854147,0.5179708531897529
-19.5,98.88036162485105,0.5657607532972077
-18.3,98.14153564736309,0.5766756383090721
-16.8,99.22772405504232,0.550277007876
-16.3,91.6599738069137,0.5889114394727217
-15.0,85.0989245575489,0.6191289746955712
-14.0,89.69450141809527,0.5791375429970627
-13.3,96.70984188372623,0.523600134725798
-11.7,88.37943286425418,0.509260352992478
-10.7,88.73908189450552,0.6327166433663719
-10.1,89.35809356860926,0.554147031446016
-8.9,90.70319479575853,0.5779544433306624
-7.7,85.18395403504512,0.5639550028010155
-6.8,87.23285751535266,0.5762998082047044
-6.1,87.91229724746593,0.5553591625881265
-5.3,89.66090049227547,0.49018360818529305
-4.6,94.4697277145252,0.4577695287504393
-3.6,94.0999507951186,0.4849465690308996
-3.0,95.0566572290717,0.5086941317042516
-2.2,93.39763681879677,0.5046157491160622
-1.5,104.85522091807474,0.45044458634918244
-0.5,101.29223602473795,0.6203486530966869
-0.1,107.37908337355658,0.6610869252914745
0.6,113.52168176811838,0.6945662506044784
1.0,120.17933049696313,0.8076908392500051
1.6,122.63653027270183,0.7767391675460911
2.5,128.47687049341116,0.8690988621657225
3.2,134.71592187530922,0.8589603617668138
3.6,137.6102881223802,0.8915124584801883
4.2,144.61276359232278,0.7968041732594772
5.0,139.44763715125487,0.7907699849106243
5.4,135.31508246577522,0.9034676336979421
6.0,138.97998612194735,0.8154768207010955
6.6,139.97427346267457,0.8268725811621106
6.8,137.17729789816346,0.8614356647536674
7.5,142.56339903291828,0.7736632998291708
8.0,135.485773905349,0.8457911116497712
8.3,139.82399549851615,0.7543938917075786
8.8,146.98930095106502,0.7521430216476495
9.4,144.74176505793415,0.6942072877513004
9.7,142.326486511003,0.7504437232261116
10.2,139.41104468538015,0.8367085455433555
10.7,134.3165471554875,0.853855948031321
11.0,138.86144921470174,0.779663206099615
11.5,138.5132460983417,0.8483185164269855
11.9,140.74601396684122,0.8032177082132907
12.3,139.29683093173045,0.8744738620878906
12.5,146.07761242223492,0.7282385736551682
12.8,139.23796623212777,0.8077674467797278
13.3,141.4636362942304,0.7862723045227697
13.5,137.54912066271132,0.7813451107524578
13.8,143.3307854163216,0.7358000355204779
14.1,138.75094469921865,0.8556889386660328
14.6,137.02570142812067,0.7862706311169273
14.8,140.45697893149392,0.7523984506759824
15.0,141.75047044376953,0.7702128150370966
15.3,143.7835211366704,0.7641147513916652
15.6,139.50815930111813,0.7729184924984009
15.8,141.01800592982997,0.7753834930108856
16.1,138.589046670099,0.8208911513518705
16.3,142.24871027683963,0.7879372212470825
16.4,138.6927062134314,0.8024165205284153
16.7,140.52090987517977,0.7751945890843013
16.9,135.22844944040602,0.8134461914287343
17.1,143.4520961361678,0.7712259361331372
17.3,143.15629655175871,0.7233997745992106
17.6,137.37823690950208,0.8408527205097991
17.7,139.64783335057524,0.8226485844683014
17.9,139.51134829351898,0.7729576101993828
18.0,138.42640967862016,0.8060237765488456
18.2,137.5783762911816,0.8070139882785146
18.5,138.91497204118053,0.815662478002572
18.6,135.20825012278738,0.852406692724636
18.8,142.88871398002095,0.7426831751306744
18.9,143.37880754764905,0.7756498644925481
19.1,139.6735307337525,0.7712261943797597
19.2,142.26450909998889,0.7256999950159065
19.4,143.3568131600465,0.7567852936495553
19.5,147.0813359386918,0.7094352853442069
19.6,140.46981884736806,0.8020289133775936
19.7,139.95791338713957,0.8407801636779803
19.9,143.84213483149134,0.7265674658109601
20.0,143.00413887838025,0.7472381493426917
20.0,142.39233688638382,0.7726986733426763
20.2,137.04830574182205,0.7996711270019041
20.5,94.53931444231429,0.48408103519635015
